Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Status
38,22,45,101,20.52,80.7,OFF
38,1,44,3,20.58,80.59,OFF
86,1,37,56,20.64,80.47,OFF
48,34,68,61,20.66,80.6,ON
76,22,29,70,20.69,80.73,OFF
60,25,69,76,20.72,80.8,ON
49,43,25,96,20.76,80.86,OFF
61,17,67,14,20.65,81.22,OFF
6,12,49,66,20.53,81.59,ON
13,9,21,5,20.32,82.22,OFF
37,45,33,70,20.12,82.84,ON
45,43,20,30,20.07,82.84,ON
71,35,53,81,20.01,82.84,ON
49,15,59,5,20.04,82.94,ON
3,42,69,32,20.07,83.05,ON
50,27,59,73,20.37,82.14,ON
24,10,50,48,20.67,81.23,OFF
16,8,63,102,21.07,79.88,OFF
82,37,65,56,21.47,78.53,ON
12,38,64,82,21.93,76.8,ON
37,1,54,56,22.39,75.07,OFF
22,45,36,26,22.83,73.5,ON
70,33,39,89,23.27,71.92,ON
71,5,28,88,23.76,70.15,OFF
43,14,20,36,24.26,68.38,ON
21,8,25,33,24.76,66.61,OFF
11,34,50,107,25.25,64.84,OFF
14,21,33,0,25.42,64,ON
90,5,29,29,25.6,63.15,OFF
82,42,21,97,26.25,61.2,OFF
19,25,21,50,26.9,59.26,ON
43,12,32,53,27.08,58.03,ON
18,31,25,42,27.26,56.8,ON
77,6,37,92,27.57,55.74,OFF
55,13,70,32,27.88,54.68,ON
71,9,57,43,28.21,53.72,OFF
85,38,31,48,28.54,52.76,ON
40,17,65,70,29.2,51,ON
76,6,21,106,29.87,49.25,OFF
79,25,30,46,30.22,48.12,OFF
77,9,63,40,30.57,47,OFF
60,19,69,98,31.14,45.2,OFF
28,28,67,72,31.71,43.39,ON
34,21,61,72,32.3,42.04,OFF
65,19,26,55,32.89,40.7,OFF
67,36,67,82,33.4,39.42,ON
70,30,22,90,33.91,38.13,ON
45,21,52,99,34.06,36.97,OFF
86,9,39,28,34.21,35.8,OFF
34,15,45,77,34.63,35.16,ON
1,36,46,107,35.05,34.51,OFF
78,43,38,44,35.46,33.86,ON
57,39,46,59,35.87,33.22,ON
84,15,21,80,36.42,32.42,OFF
26,3,40,16,36.96,31.62,ON
80,14,51,43,37.53,30.75,OFF
81,35,65,52,38.1,29.88,ON
53,8,23,51,38.1,29.78,OFF
36,42,20,76,38.1,29.67,ON
28,18,70,55,38.42,29.1,ON
11,3,41,38,38.75,28.52,ON
33,35,46,21,38.79,28.42,ON
51,9,70,34,38.83,28.32,ON
67,9,36,60,38.84,28.13,ON
84,26,32,42,38.85,27.94,ON
7,2,47,70,39.28,27.6,ON
30,16,21,24,39.71,27.27,ON
2,21,68,29,40.29,26.68,ON
17,36,22,67,40.86,26.1,ON
63,35,22,9,40.46,26.08,ON
25,38,45,48,40.05,26.06,ON
28,39,42,60,40.28,26.62,ON
67,2,46,50,40.52,27.18,OFF
44,2,70,88,40.16,27.76,OFF
86,22,55,40,39.79,28.35,OFF
69,13,34,25,39.98,29.06,OFF
54,4,65,15,40.17,29.78,ON
57,27,32,67,39.5,30.88,ON
64,7,21,50,38.83,31.99,OFF
46,3,56,53,38.78,32.05,OFF
83,20,59,109,38.72,32.11,OFF
72,16,54,52,38.88,32.04,OFF
63,28,49,92,39.03,31.97,OFF
21,34,34,0,38.51,32.61,ON
61,21,41,2,37.99,33.25,ON
26,12,38,86,37.47,34.03,ON
64,34,50,5,36.95,34.82,ON
21,1,61,10,36.7,35.3,OFF
66,35,55,102,36.44,35.79,OFF
86,18,27,11,35.46,37.53,OFF
17,7,29,65,34.48,39.28,ON
85,40,63,99,34.83,38.74,OFF
9,0,62,43,35.18,38.19,ON
28,35,27,88,34.69,39.23,ON
15,18,67,18,34.2,40.27,ON
20,16,32,13,34.53,39.34,OFF
85,13,59,34,34.85,38.4,OFF
69,36,42,1,34.89,38.3,ON
9,16,27,21,34.94,38.19,ON
17,27,64,27,34.74,38.76,ON
19,22,53,31,34.54,39.34,ON
16,43,67,65,34.22,39.83,ON
49,29,46,109,33.9,40.31,OFF
20,12,67,88,33.75,40.58,ON
52,19,45,95,33.6,40.84,OFF
28,31,41,73,33.82,40.3,ON
78,29,63,52,34.03,39.76,OFF
25,2,55,71,34.38,39.02,OFF
85,5,24,83,34.73,38.28,OFF
56,18,21,19,34.36,38.53,ON
69,17,45,14,33.99,38.78,OFF
36,42,20,37,33.64,39.64,ON
42,33,61,2,33.28,40.51,ON
35,25,70,22,32.69,41.58,ON
69,20,25,66,32.6,41.72,OFF
1,39,43,55,32.5,41.87,ON
82,45,33,87,32.18,42.16,ON
7,0,40,89,31.86,42.46,ON
33,40,70,13,31.82,42.66,ON
35,7,70,20,31.78,42.87,ON
24,13,40,17,31.6,43.02,ON
5,34,27,44,31.43,43.16,ON
80,1,57,72,31.14,43.62,OFF
42,6,29,4,30.85,44.09,OFF
68,18,54,37,30.63,44.4,OFF
78,40,50,92,30.41,44.72,OFF
55,30,63,7,30.4,44.63,ON
70,15,24,64,30.38,44.54,OFF
39,21,33,35,30.3,44.72,ON
65,25,34,5,30.23,44.91,ON
57,7,52,44,30.1,45.26,OFF
37,2,25,92,29.98,45.62,OFF
13,19,56,85,29.91,45.35,ON
4,44,51,57,29.84,45.08,ON
85,20,46,55,29.67,45.58,ON
10,30,70,24,29.5,46.08,ON
41,23,21,12,29.2,46.76,ON
78,20,40,2,28.9,47.44,OFF
29,23,46,45,28.66,48.16,ON
57,3,52,37,28.42,48.89,OFF
64,40,64,43,28.09,49.58,ON
80,30,28,22,27.76,50.26,OFF
70,17,60,25,27.68,50.92,OFF
82,0,20,82,27.59,51.57,OFF
67,43,29,95,27.36,52.16,OFF
80,9,66,99,27.13,52.75,OFF
11,8,56,19,26.9,53.48,OFF
6,13,63,35,26.67,54.22,ON
71,27,45,92,26.4,55.04,OFF
79,42,32,24,26.14,55.85,OFF
50,28,34,36,25.86,56.73,ON
66,37,49,1,25.58,57.61,ON
50,20,44,44,25.24,59,ON
29,4,56,101,24.9,60.38,OFF
27,21,49,65,24.62,61.59,ON
72,9,56,42,24.34,62.8,OFF
29,13,54,87,24.05,64.26,OFF
9,12,52,10,23.76,65.72,ON
38,27,56,76,23.45,67.08,ON
13,24,35,44,23.14,68.44,ON
17,7,26,3,22.86,69.83,OFF
52,23,44,108,22.59,71.22,OFF
72,4,69,27,22.47,71.88,OFF
16,40,37,70,22.36,72.53,ON
7,23,51,73,22.24,73.19,ON
86,23,64,19,22.14,73.59,OFF
78,8,40,48,22.05,73.99,OFF
88,26,32,95,21.94,74.25,OFF
74,37,56,9,21.83,74.51,OFF
11,10,56,80,21.76,74.76,ON
45,44,39,33,21.7,75,ON
6,21,26,60,21.64,75.28,ON
8,3,32,2,21.59,75.55,OFF
19,42,30,110,21.56,75.46,OFF
26,16,63,96,21.53,75.38,OFF
41,25,39,99,21.51,75.22,OFF
18,26,33,71,21.48,75.06,ON
78,13,42,16,21.47,74.84,OFF
69,12,41,34,21.46,74.63,OFF
84,4,34,72,21.44,74.52,ON
11,32,52,4,21.41,74.4,ON
69,18,35,70,21.39,74.12,ON
42,5,59,80,21.37,73.84,OFF
55,17,52,39,21.34,73.52,ON
19,28,69,21,21.3,73.2,ON
84,17,68,85,21.28,73.19,ON
43,45,63,69,21.26,73.18,ON
76,15,29,107,21.21,73.47,OFF
64,44,65,53,21.16,73.76,ON
22,27,57,16,21.13,73.88,ON
67,40,47,55,21.1,73.99,ON
53,27,53,108,21.08,74.11,OFF
30,15,41,46,21.05,74.24,ON
14,41,36,26,21.04,74.12,ON
73,21,48,28,21.02,74.01,OFF
75,14,69,33,20.99,74.22,OFF
45,6,68,34,20.96,74.43,ON
30,16,65,103,20.95,74.54,OFF
34,12,39,72,20.94,74.65,ON
63,36,64,87,20.92,74.86,ON
51,43,33,29,20.89,75.06,ON
86,39,62,82,20.88,75.18,ON
31,33,41,67,20.88,75.31,ON
70,40,53,82,20.88,75.28,ON
4,35,49,15,20.88,75.26,ON
67,1,61,76,20.87,75.24,OFF
40,16,21,68,20.87,75.21,OFF
78,17,61,92,20.87,75.19,OFF
39,29,41,88,20.87,75.18,ON
34,10,67,24,20.88,75.2,ON
17,13,24,47,20.88,75.23,ON
15,0,20,22,20.86,75.4,OFF
35,34,54,33,20.84,75.57,ON
71,30,51,65,20.84,75.43,ON
84,35,51,25,20.84,75.28,OFF
26,7,52,45,20.84,75.14,OFF
68,45,62,45,20.84,75,ON
1,22,39,0,20.8,75.16,ON
22,11,52,60,20.75,75.32,OFF
42,38,31,7,20.7,75.49,ON
88,26,68,21,20.66,75.65,OFF
25,15,63,91,20.64,75.59,OFF
15,44,32,31,20.63,75.54,ON
65,0,60,46,20.62,75.48,OFF
75,31,58,22,20.6,75.42,OFF
13,15,55,39,20.56,75.36,ON
56,33,33,24,20.53,75.31,ON
41,8,25,65,20.5,75.25,OFF
63,7,54,60,20.46,75.19,OFF
82,30,25,11,20.47,75.12,OFF
45,21,41,43,20.48,75.06,ON
9,44,44,52,20.5,74.99,ON
81,34,68,105,20.51,74.92,OFF
60,15,47,104,20.46,75.12,OFF
72,40,23,8,20.41,75.32,OFF
77,5,43,20,20.36,75.51,OFF
40,2,50,33,20.31,75.71,ON
3,28,23,6,20.26,75.91,ON
10,40,61,105,20.21,76.11,OFF
49,21,68,14,20.16,76.31,ON
1,24,69,1,20.12,76.5,ON
83,39,25,64,20.07,76.7,ON
43,20,52,56,20.12,76.63,OFF
27,29,56,71,20.16,76.56,ON
68,3,46,110,20.21,76.49,OFF
1,14,33,42,20.26,76.42,ON
63,17,29,45,20.21,76.72,OFF
29,11,31,3,20.16,77.02,ON
22,6,41,9,20.11,77.32,OFF
63,18,36,20,20.06,77.62,OFF
49,41,57,85,20.01,77.73,ON
75,10,62,60,19.96,77.84,OFF
70,21,56,109,20.01,77.38,OFF
78,6,27,10,20.05,76.92,OFF
32,4,24,37,20.06,76.53,ON
34,9,59,74,20.07,76.13,OFF
25,16,32,31,20.1,75.84,OFF
90,16,22,21,20.12,75.55,OFF
78,23,43,83,20.07,75.73,ON
44,24,50,24,20.01,75.91,OFF
29,7,45,1,19.94,76.19,OFF
23,21,35,34,19.88,76.47,ON
6,20,49,95,19.8,76.63,OFF
1,16,30,85,19.71,76.8,ON
67,30,40,55,19.6,77.08,ON
86,37,30,38,19.49,77.36,OFF
52,45,63,38,19.53,76.12,ON
57,29,58,76,19.57,74.88,ON
85,40,37,99,19.7,73.35,OFF
34,43,47,65,19.84,71.83,ON
55,26,28,81,19.82,72.18,OFF
86,25,21,51,19.8,72.53,ON
84,20,64,89,19.84,72.82,ON
35,40,23,80,19.89,73.1,ON
4,22,34,37,19.74,74.08,ON
56,41,23,108,19.6,75.05,OFF
22,8,59,51,19.57,75.69,OFF
18,24,23,92,19.53,76.33,OFF
29,29,51,33,19.5,76.82,ON
17,35,58,60,19.47,77.32,ON
19,45,37,104,19.37,77.88,OFF
79,43,47,23,19.26,78.45,OFF
22,39,38,51,19.28,78.78,ON
10,0,22,98,19.3,79.1,OFF
10,36,30,34,19.21,79.72,ON
53,21,64,101,19.12,80.33,OFF
64,1,66,99,19.04,81.18,OFF
44,33,34,29,18.96,82.03,ON
8,40,43,70,18.98,82.42,ON
86,33,51,54,19.01,82.82,ON
65,8,53,102,18.97,83.27,OFF
13,3,69,52,18.93,83.72,ON
90,18,68,97,18.88,84.2,OFF
18,20,68,1,18.84,84.69,ON
64,19,22,46,18.87,84.71,OFF
65,19,62,80,18.9,84.74,OFF
10,11,28,63,18.9,84.78,ON
78,25,35,82,18.91,84.81,ON
52,6,52,106,18.91,84.85,OFF
49,1,21,36,18.99,84.78,ON
28,28,63,57,19.07,84.72,OFF
1,18,38,5,19.19,84.38,ON
42,38,42,108,19.3,84.03,OFF
30,28,36,25,19.58,82.88,ON
56,36,30,3,19.87,81.72,ON
29,44,23,78,20.29,80.18,ON
44,34,34,59,20.71,78.64,ON
55,26,22,53,21.18,76.59,ON
63,9,64,62,21.65,74.54,ON
48,13,29,2,22.16,72.73,ON
57,36,35,22,22.66,70.92,ON
58,14,53,40,23.05,69.84,OFF
48,31,62,50,23.44,68.76,ON
79,3,53,78,23.89,67,OFF
5,44,57,74,24.34,65.24,ON
9,31,42,40,24.86,63.25,ON
82,38,69,47,25.39,61.26,ON
88,24,42,22,26.2,58.47,OFF
75,7,27,83,27,55.68,OFF
57,21,56,91,27.12,54.79,OFF
84,31,30,98,27.23,53.9,OFF
23,38,46,67,27.51,53.24,ON
73,32,33,106,27.78,52.58,OFF
51,40,66,99,28.06,51.6,OFF
40,26,54,63,28.35,50.63,ON
5,23,54,92,28.6,49.78,OFF
48,7,51,17,28.84,48.92,ON
20,8,41,7,29.06,48.17,OFF
52,22,52,76,29.28,47.42,ON
9,5,29,57,29.88,46.26,ON
11,43,37,28,30.49,45.11,ON
22,40,61,69,30.58,44.58,ON
86,19,47,53,30.66,44.06,ON
47,14,42,34,31.02,43.28,ON
30,3,43,64,31.38,42.5,OFF
27,2,68,84,31.62,41.89,OFF
86,13,55,76,31.86,41.28,OFF
34,5,58,83,32.03,40.56,OFF
69,19,35,47,32.2,39.83,ON
17,23,45,97,32.4,39.88,OFF
19,16,36,72,32.61,39.93,ON
89,6,35,26,32.84,39.55,OFF
66,36,56,102,33.07,39.17,OFF
58,35,30,60,33.32,38.42,ON
48,15,37,98,33.56,37.66,OFF
15,28,56,37,33.96,36.6,ON
90,17,22,61,34.35,35.55,OFF
63,24,30,98,34.77,34.34,OFF
29,26,69,80,35.19,33.14,ON
51,24,33,84,34.97,32.21,ON
59,45,69,71,34.76,31.28,ON
20,37,55,108,34.84,31.58,OFF
43,26,47,84,34.92,31.87,ON
21,31,20,11,35.04,31.48,ON
15,20,37,3,35.17,31.1,ON
72,41,31,40,35.56,30.74,ON
9,7,20,75,35.95,30.37,ON
68,5,67,67,36.26,29.9,ON
44,21,20,11,36.56,29.42,ON
51,23,24,29,36.97,28.96,ON
62,20,49,100,37.38,28.5,OFF
11,1,31,5,37.28,28.27,OFF
25,0,49,84,37.19,28.04,OFF
39,38,39,44,37,27.82,ON
44,6,27,101,36.81,27.59,OFF
5,0,23,42,37.42,27.22,ON
40,21,58,20,38.03,26.86,ON
46,44,70,81,37.83,29.38,ON
49,36,49,9,37.62,31.9,ON
15,23,67,92,37.28,32.54,OFF
73,28,42,66,36.93,33.19,ON
25,25,47,93,36.82,33.5,OFF
70,21,31,52,36.71,33.82,OFF
87,45,59,46,36.53,34.28,ON
33,24,23,110,36.34,34.73,OFF
40,29,22,58,35.92,35.39,ON
10,8,50,16,35.49,36.05,OFF
15,26,21,70,35.33,36.56,ON
81,30,31,17,35.17,37.07,OFF
9,7,45,71,35.28,36.51,ON
6,44,64,13,35.39,35.95,ON
55,22,25,25,35.16,36.61,ON
33,24,66,9,34.94,37.26,ON
54,34,41,74,35.34,36.46,ON
46,45,31,66,35.75,35.65,ON
8,34,58,49,35.58,35.86,ON
2,13,62,53,35.42,36.06,ON
64,44,55,27,35.04,36.75,OFF
22,15,33,110,34.67,37.43,OFF
18,45,22,21,34.64,37.1,ON
22,42,33,16,34.6,36.76,ON
57,2,35,102,34.47,36.81,OFF
44,28,31,25,34.33,36.86,ON
11,21,25,72,34.87,36.05,ON
68,40,31,83,35.36,34.47,ON
43,6,59,18,35.86,32.89,ON
11,44,22,13,35.75,32.29,ON
81,29,23,26,35.64,31.69,OFF
47,4,69,86,35.14,32.74,OFF
71,15,57,86,34.63,33.8,OFF
3,32,52,15,34.62,33.88,ON
89,35,40,110,34.6,33.96,OFF
30,43,45,94,34.34,34.25,OFF
88,30,21,107,34.07,34.54,OFF
15,43,66,45,33.52,37.42,ON
71,1,33,56,32.96,40.3,ON
25,8,38,20,32.32,41.69,OFF
60,6,41,56,31.67,43.08,OFF
30,42,42,48,31.32,43.86,ON
26,10,51,28,30.96,44.64,ON
28,16,34,12,30.6,45.99,OFF
71,22,22,46,30.23,47.34,OFF
50,36,51,83,29.7,47.78,ON
27,0,43,45,29.17,48.22,OFF
74,33,27,12,28.92,49.51,OFF
81,23,63,101,28.66,50.8,OFF
34,1,43,64,28.54,51.12,OFF
5,14,31,107,28.41,51.44,OFF
64,24,60,32,28.28,51.76,OFF
88,12,32,92,28.16,52.08,OFF
69,40,53,80,28.05,52.12,ON
63,38,49,62,27.94,52.16,ON
71,25,56,57,27.83,52.85,ON
79,26,28,49,27.71,53.54,OFF
88,17,69,65,27.66,53.72,ON
65,11,20,7,27.61,53.9,ON
73,35,70,55,27.4,54.43,ON
75,43,54,14,27.19,54.96,OFF
50,39,42,10,27.08,55.58,ON
28,19,30,86,26.97,56.2,OFF
37,19,45,78,26.74,56.62,ON
38,20,27,88,26.5,57.04,OFF
44,26,29,53,26.37,57.56,OFF
21,33,61,107,26.24,58.08,OFF
43,19,30,108,26.12,58.05,OFF
85,44,30,8,25.99,58.02,OFF
19,26,48,17,25.84,58.16,ON
44,9,56,8,25.69,58.3,OFF
4,25,51,78,25.48,59.46,ON
79,35,66,67,25.27,60.62,ON
78,18,23,15,24.89,61.83,OFF
24,15,58,30,24.51,63.04,ON
10,26,44,66,24.1,64.76,ON
64,22,70,96,23.7,66.49,OFF
13,34,64,12,23.33,68.43,ON
44,20,49,88,22.96,70.37,ON
3,26,59,104,22.64,71.78,OFF
30,32,65,43,22.33,73.19,ON
82,39,48,36,22.09,74.45,OFF
21,12,34,66,21.85,75.71,ON
66,41,54,49,21.61,76.86,ON
11,41,56,50,21.37,78.02,ON
51,19,70,93,21.25,78.77,OFF
85,42,43,87,21.14,79.52,ON
82,45,32,29,21.02,80.27,OFF
21,28,67,76,20.89,81.06,ON
69,33,46,82,20.76,81.86,ON
38,37,64,8,20.72,82.28,ON
74,36,26,30,20.67,82.69,OFF
57,31,20,102,20.58,83.14,OFF
61,35,34,29,20.5,83.59,OFF
63,7,63,93,20.42,84.04,OFF
32,0,44,79,20.33,84.49,OFF
83,28,27,36,20.32,84.53,OFF
36,26,30,83,20.31,84.57,OFF
23,1,32,20,20.3,84.61,OFF
26,18,49,87,20.29,84.65,ON
53,1,63,10,20.22,84.92,OFF
58,9,50,75,20.14,85.18,OFF
44,2,35,11,20.07,85.45,ON
87,38,46,102,20,85.72,OFF
3,39,56,6,19.94,86.27,ON
11,3,33,92,19.88,86.82,OFF
69,36,26,91,19.85,87.17,OFF
80,39,44,32,19.82,87.52,OFF
13,25,31,54,19.76,87.94,ON
7,45,37,64,19.7,88.36,ON
37,29,22,105,19.65,88.68,OFF
28,32,45,66,19.6,88.99,ON
50,41,52,105,19.56,89.22,OFF
32,42,52,2,19.52,89.46,ON
90,24,38,89,19.56,89.07,ON
16,11,48,93,19.59,88.69,OFF
73,39,62,6,19.56,88.4,OFF
4,39,60,33,19.54,88.1,ON
47,19,30,0,19.52,88.15,ON
66,30,69,77,19.51,88.2,ON
55,32,45,97,19.48,88.7,OFF
72,29,24,64,19.45,89.2,ON
17,28,67,71,19.42,89.28,ON
62,0,37,66,19.39,89.37,OFF
77,4,65,99,19.4,89.06,OFF
6,8,53,70,19.4,88.74,ON
84,30,62,14,19.4,88.68,OFF
16,38,60,35,19.4,88.62,ON
49,32,29,83,19.38,88.79,ON
77,27,33,83,19.35,88.96,ON
35,8,31,19,19.34,89.06,OFF
14,9,59,36,19.33,89.16,OFF
52,22,36,47,19.32,89.07,ON
48,27,49,92,19.31,88.98,OFF
39,32,52,47,19.32,88.8,ON
57,38,56,94,19.34,88.63,OFF
15,45,35,50,19.3,88.74,ON
1,45,65,0,19.25,88.86,ON
12,38,26,25,19.27,88.76,ON
14,33,29,23,19.3,88.67,ON
18,29,25,84,19.3,88.44,ON
80,6,45,33,19.3,88.2,OFF
41,42,29,8,19.26,88.16,ON
50,13,44,78,19.23,88.11,ON
45,43,41,78,19.22,88.17,ON
80,38,66,2,19.2,88.23,OFF
62,3,63,81,19.2,88.23,OFF
66,15,49,18,19.19,88.23,OFF
45,31,30,40,19.19,88.23,ON
61,8,64,6,19.2,87.93,OFF
55,8,46,96,19.21,87.62,OFF
8,10,60,85,19.21,87.58,ON
55,30,70,42,19.2,87.54,ON
68,4,30,26,19.2,87.58,OFF
90,29,70,84,19.2,87.63,ON
75,16,29,109,19.18,87.65,OFF
29,38,42,63,19.16,87.67,ON
86,37,30,62,19.18,87.66,ON
39,20,40,108,19.19,87.66,OFF
15,26,69,100,19.18,87.64,OFF
79,1,65,87,19.17,87.62,ON
22,45,40,92,19.14,88.02,OFF
70,27,42,110,19.1,88.41,OFF
77,44,40,56,19.06,88.81,ON
41,25,24,107,19.01,89.21,OFF
48,21,55,94,18.97,89.62,OFF
83,34,30,25,18.92,90.03,OFF
6,12,34,76,18.91,90.23,ON
88,4,23,75,18.9,90.43,OFF
59,29,38,45,18.9,90.4,ON
84,5,20,86,18.89,90.38,OFF
77,35,39,98,18.87,90.62,OFF
58,33,64,35,18.84,90.85,ON
77,32,36,66,18.82,91.22,ON
44,23,51,42,18.8,91.6,ON
13,40,63,71,18.79,91.64,ON
44,15,67,56,18.78,91.68,ON
31,16,50,106,18.76,91.82,OFF
21,31,65,94,18.73,91.96,OFF
81,34,33,86,18.71,92,ON
2,25,40,45,18.69,92.04,ON
56,16,28,94,18.65,92.18,OFF
41,21,55,97,18.61,92.32,OFF
53,3,42,106,18.61,92.28,OFF
48,4,24,110,18.61,92.24,OFF
39,39,28,100,18.6,92.32,OFF
83,38,43,102,18.6,92.4,OFF
7,3,63,31,18.58,92.6,ON
43,39,40,75,18.57,92.79,ON
10,4,25,12,18.58,92.73,ON
81,29,65,40,18.6,92.67,ON
43,31,65,25,18.53,92.74,ON
58,28,69,55,18.46,92.8,ON
43,28,55,27,18.43,93.1,ON
68,31,41,43,18.4,93.4,ON
25,6,55,76,18.4,93.43,OFF
40,5,47,63,18.4,93.46,OFF
37,0,41,101,18.39,93.52,OFF
10,1,46,102,18.38,93.58,OFF
2,37,33,74,18.38,93.65,ON
43,39,26,24,18.38,93.72,ON
62,41,41,5,18.39,93.65,ON
84,39,21,96,18.4,93.58,OFF
8,44,66,82,18.4,93.43,ON
51,18,45,12,18.4,93.28,ON
78,37,30,6,18.4,93.13,OFF
84,27,47,59,18.42,92.88,ON
16,17,49,49,18.43,92.63,ON
4,19,63,54,18.43,91.88,ON
86,37,60,39,18.43,91.14,OFF
87,30,66,68,18.43,90.76,ON
16,11,62,5,18.44,90.38,ON
27,30,44,96,18.43,90.38,OFF
90,36,55,88,18.42,90.39,ON
81,16,55,108,18.38,90.64,OFF
76,22,47,86,18.34,90.89,ON
76,33,31,90,18.32,91.34,ON
67,12,60,110,18.3,91.8,OFF
42,4,51,26,18.32,91.74,ON
80,20,21,87,18.34,91.67,OFF
46,39,36,48,18.4,91.82,ON
69,3,60,45,18.45,91.97,OFF
24,37,64,55,18.54,91.76,ON
55,0,45,81,18.63,91.54,OFF
45,35,44,26,18.76,91.03,ON
90,28,25,87,18.9,90.52,ON
85,4,32,84,19.18,89.31,ON
32,29,54,67,19.45,88.1,ON
41,38,64,83,19.74,86.73,ON
50,14,51,70,20.03,85.36,OFF
69,5,25,104,20.44,83.85,OFF
90,22,56,63,20.84,82.34,OFF
87,20,34,70,21.09,81.34,ON
59,20,30,34,21.34,80.35,ON
2,30,21,48,21.58,79.36,ON
76,45,42,7,21.83,78.36,OFF
55,29,59,38,22.55,76.12,ON
85,7,21,4,23.27,73.87,OFF
51,0,48,83,23.6,72.08,OFF
11,9,38,20,23.92,70.29,OFF
82,27,58,7,24,69.7,OFF
77,1,63,79,24.08,69.11,OFF
89,38,23,42,24.7,67.46,ON
7,19,43,100,25.32,65.81,OFF
14,28,56,106,25.53,64.62,OFF
15,38,23,14,25.74,63.43,ON
17,35,48,60,26.22,61.55,ON
23,24,32,39,26.71,59.67,OFF
6,32,29,44,26.99,58.64,ON
9,24,62,38,27.27,57.62,OFF
84,44,49,10,27.55,57.02,OFF
1,30,22,54,27.83,56.41,ON
13,21,51,107,28.4,54.61,OFF
6,28,27,100,28.98,52.82,OFF
1,9,65,59,29.24,52.21,ON
69,12,21,9,29.49,51.6,ON
70,2,32,66,29.74,50.98,ON
90,36,35,86,29.98,50.37,ON
20,42,32,66,30.62,49.2,ON
25,24,29,109,31.27,48.04,OFF
77,42,48,99,31.41,47.13,OFF
69,3,41,47,31.55,46.22,OFF
34,41,40,73,31.4,46.03,ON
45,40,48,67,31.26,45.84,ON
19,21,41,65,31.4,45.04,ON
21,40,47,12,31.53,44.23,ON
82,14,37,74,31.52,43.51,ON
70,31,27,107,31.5,42.79,OFF
25,40,28,36,31.64,42.42,ON
41,31,53,1,31.79,42.04,ON
62,37,22,2,31.94,41.66,ON
67,17,46,53,32.08,41.29,ON
45,12,32,44,32.52,41,ON
45,45,70,33,32.96,40.72,ON
25,2,40,77,33.32,40.7,OFF
48,12,67,52,33.67,40.67,ON
5,40,63,79,33.5,41.32,ON
71,12,53,92,33.33,41.97,OFF
23,15,23,1,33.18,42.44,ON
76,11,26,75,33.04,42.91,OFF
14,30,22,97,32.89,43.38,OFF
32,24,59,18,32.75,43.85,OFF
54,2,37,32,33.04,43.1,OFF
1,14,25,103,33.33,42.36,OFF
19,7,28,2,33.28,42.36,OFF
39,6,50,23,33.22,42.36,ON
66,0,21,9,33.44,41.94,OFF
4,24,61,94,33.66,41.51,OFF
12,41,49,32,33.44,41.64,ON
40,35,27,16,33.22,41.76,ON
79,17,32,28,33.28,41.72,OFF
49,26,25,75,33.33,41.68,ON
67,15,55,61,33.18,42.09,OFF
74,11,43,94,33.03,42.5,OFF
19,33,45,84,32.88,42.92,ON
88,29,38,14,32.73,43.33,OFF
4,13,42,75,32.58,43.74,ON
85,2,23,66,32.43,44.15,OFF
74,1,57,10,32.28,44.56,OFF
73,7,22,4,32.13,44.97,OFF
20,28,65,94,31.98,45.38,OFF
51,10,56,65,31.83,45.8,OFF
42,18,20,10,31.68,46.21,ON
85,16,60,38,31.53,46.62,OFF
23,18,64,17,31.38,47.03,ON
63,42,58,104,31.23,47.44,OFF
76,41,29,92,31.08,47.86,OFF
50,45,42,70,30.93,48.27,ON
60,19,52,67,30.78,48.68,OFF
77,39,55,82,30.63,49.09,ON
58,16,66,63,30.48,49.5,ON
12,32,64,56,30.33,49.91,ON
88,9,61,3,30.18,50.32,OFF
13,20,47,89,30.03,50.74,ON
44,27,26,91,29.88,51.15,OFF
32,30,37,70,29.73,51.56,ON
88,17,59,24,29.58,51.97,OFF
30,18,43,65,29.43,52.38,ON
26,34,59,74,29.28,52.8,ON
61,16,59,56,29.13,53.21,OFF
24,35,23,12,28.98,53.62,ON
54,4,53,50,28.83,54.03,OFF
82,8,52,46,28.68,54.44,OFF
15,42,69,36,28.53,54.85,ON
20,11,38,32,28.38,55.26,ON
64,22,38,11,28.23,55.68,OFF
71,42,36,51,28.08,56.09,ON
5,1,59,41,27.93,56.5,ON
16,6,67,93,27.76,56.96,OFF
2,28,36,105,27.6,57.42,OFF
13,7,55,35,27.62,57.5,ON
63,8,37,82,27.64,57.58,ON
18,31,63,44,27.6,57.64,ON
24,31,20,4,27.56,57.71,ON
21,19,43,33,27.9,56.95,ON
2,17,22,38,28.24,56.19,ON
3,40,28,104,28.15,55.92,OFF
68,8,22,34,28.06,55.66,OFF
29,40,22,0,27.8,56.44,ON
58,10,64,79,27.53,57.22,ON
36,3,31,39,27.13,58.55,ON
68,44,51,95,26.73,59.88,OFF
54,35,60,100,26.28,61.4,OFF
29,10,63,100,25.82,62.92,OFF
48,28,70,49,25.46,64.04,ON
35,21,28,19,25.1,65.17,ON
24,12,45,18,24.78,66.11,ON
7,18,46,110,24.45,67.05,OFF
11,28,51,5,24.16,68.21,ON
62,37,20,91,23.86,69.37,OFF
11,18,29,37,23.54,70.44,ON
